make_f	model_f	make_w	model_w	class	drops	level	tempus	alp
Cube	Litening C:68X	ZIPP	808/Super9	road	1449200	35	3042	2947
Cube	Litening C:68X	ZIPP	858/Super9	road	1882300	45	3040	2946
Cube	Litening C:68X	Zwift	32mm Carbon	road	373500	32	3093	2936
Cube	Litening C:68X	Zwift	50mm Carbon	road	494200	32	3080.5	2937
Cube	Litening C:68X	Zwift	Buffalo Fahrrad	road	376700	40	3098	2943
Cube	Litening C:68X	Zwift	Classic	road	409100	32	3099	2944
Cube	Litening C:68X	Zwift	Safety	road	1083500	44	3093.5	2935.5
Factor	One	Bontrager	Aeolus 5	road	596400	20	3065.5	2962
Factor	One	CADEX	36	road	683400	26	3078	2957.5
Factor	One	CADEX	42	road	653200	8	3068.5	2960
Factor	One	CADEX	65	road	667400	21	3050	2959
Factor	One	Campagnolo	Bora Ultra 35	road	674500	33	3085	2959.5
Factor	One	Campagnolo	Bora Ultra 50	road	688700	27	3058.5	2959.5
Factor	One	DT Swiss	ARC 1100 DICUT 62	road	610600	8	3050.5	2958.5
Factor	One	DT Swiss	ARC 1100 DICUT DISC	road	2005800	42	3025	2977
Factor	One	ENVE	SES 2.2	road	617700	17	3084.5	2959.5
Factor	One	ENVE	SES 3.4	road	617700	8	3058.5	2958
Factor	One	ENVE	SES 6.7	road	617700	25	3052.5	2966
Factor	One	ENVE	SES 7.8	road	631900	39	3040	2962
Factor	One	ENVE	SES 8.9	road	631900	31	3041	2970.5
Factor	One	Giant	SLR 0	road	617800	22	3061.5	2958.5
Factor	One	Lightweight	Meilenstein	road	426000	8	3071	2950
Factor	One	Mavic	Comete Pro Carbon SL UST	road	568000	23	3059	2976.5
Factor	One	Mavic	Cosmic CXR60c	road	568000	16	3063	2974.5
Factor	One	Mavic	Cosmic Ultimate UST	road	568000	9	3065.5	2972
Factor	One	Roval	Alpinist CLX	road	561300	32	3071.5	2950
Factor	One	Roval	CLX64	road	596400	8	3054.5	2966
Factor	One	Roval	Rapide CLX	road	621300	14	3054.5	2961
Factor	One	Shimano	C40	road	511300	12	3072.5	2969.5
Factor	One	Shimano	C50	road	514700	28	3070.5	2973.5
Factor	One	Shimano	C60	road	518300	18	3061.5	2977
Factor	One	ZIPP	202	road	575200	11	3079.5	2960.5
Factor	One	ZIPP	404	road	575200	15	3051.5	2962
Factor	One	ZIPP	454	road	710000	24	3048.5	2959
Factor	One	ZIPP	808	road	603600	13	3042.5	2968
Factor	One	ZIPP	858	road	738400	37	3038.5	2965
Factor	One	ZIPP	353 NSW	road	681600	19	3055.5	2958
Factor	One	ZIPP	808/Super9	road	1501700	35	3033.5	2977
Factor	One	ZIPP	858/Super9	road	1934800	45	3031.5	2976
Factor	One	Zwift	32mm Carbon	road	426000	8	3084.5	2966
Factor	One	Zwift	50mm Carbon	road	546700	8	3072	2967
Factor	One	Zwift	Buffalo Fahrrad	road	429200	40	3089.5	2973
Factor	One	Zwift	Classic	road	461600	8	3090.5	2974
Factor	One	Zwift	Safety	road	1136000	44	3085	2965.5
Felt	AR	Bontrager	Aeolus 5	road	809400	34	3058	2942
Felt	AR	CADEX	36	road	896400	34	3070.5	2937.5
Felt	AR	CADEX	42	road	866200	34	3061	2940
Felt	AR	CADEX	65	road	880400	34	3042.5	2939
Felt	AR	Campagnolo	Bora Ultra 35	road	887500	34	3077.5	2939.5
Felt	AR	Campagnolo	Bora Ultra 50	road	901700	34	3051	2939.5
Felt	AR	DT Swiss	ARC 1100 DICUT 62	road	823600	34	3043	2938.5
Felt	AR	DT Swiss	ARC 1100 DICUT DISC	road	2218800	42	3017.5	2957
Felt	AR	ENVE	SES 2.2	road	830700	34	3077	2939.5
Felt	AR	ENVE	SES 3.4	road	830700	34	3051	2938
Felt	AR	ENVE	SES 6.7	road	830700	34	3045	2946
Felt	AR	ENVE	SES 7.8	road	844900	39	3032.5	2942
Felt	AR	ENVE	SES 8.9	road	844900	34	3033.5	2950.5
Felt	AR	Giant	SLR 0	road	830800	34	3054	2938.5
Felt	AR	Lightweight	Meilenstein	road	639000	34	3063.5	2930
Felt	AR	Mavic	Comete Pro Carbon SL UST	road	781000	34	3051.5	2956.5
Felt	AR	Mavic	Cosmic CXR60c	road	781000	34	3055.5	2954.5
Felt	AR	Mavic	Cosmic Ultimate UST	road	781000	34	3058	2952
Felt	AR	Roval	Alpinist CLX	road	774300	34	3064	2930
Felt	AR	Roval	CLX64	road	809400	34	3047	2946
Felt	AR	Roval	Rapide CLX	road	834300	34	3047	2941
Felt	AR	Shimano	C40	road	724300	34	3065	2949.5
Felt	AR	Shimano	C50	road	727700	34	3063	2953.5
Felt	AR	Shimano	C60	road	731300	34	3054	2957
Felt	AR	ZIPP	202	road	788200	34	3072	2940.5
Felt	AR	ZIPP	404	road	788200	34	3044	2942
Felt	AR	ZIPP	454	road	923000	34	3041	2939
Felt	AR	ZIPP	808	road	816600	34	3035	2948
Felt	AR	ZIPP	858	road	951400	37	3031	2945
Felt	AR	ZIPP	353 NSW	road	894600	34	3048	2938
Felt	AR	ZIPP	808/Super9	road	1714700	35	3026	2957
Felt	AR	ZIPP	858/Super9	road	2147800	45	3024	2956
Felt	AR	Zwift	32mm Carbon	road	639000	34	3077	2946
Felt	AR	Zwift	50mm Carbon	road	759700	34	3064.5	2947
Felt	AR	Zwift	Buffalo Fahrrad	road	642200	40	3082	2953
Felt	AR	Zwift	Classic	road	674600	34	3083	2954
Felt	AR	Zwift	Safety	road	1349000	44	3077.5	2945.5
Felt	FR	Bontrager	Aeolus 5	road	1022300	20	3071	2936
Felt	FR	CADEX	36	road	1109300	26	3083.5	2931.5
Felt	FR	CADEX	42	road	1079100	20	3074	2934
Felt	FR	CADEX	65	road	1093300	21	3055.5	2933
Felt	FR	Campagnolo	Bora Ultra 35	road	1100400	33	3090.5	2933.5
Felt	FR	Campagnolo	Bora Ultra 50	road	1114600	27	3064	2933.5
Felt	FR	DT Swiss	ARC 1100 DICUT 62	road	1036500	20	3056	2932.5
Felt	FR	DT Swiss	ARC 1100 DICUT DISC	road	2431700	42	3030.5	2951
Felt	FR	ENVE	SES 2.2	road	1043600	20	3090	2933.5
Felt	FR	ENVE	SES 3.4	road	1043600	20	3064	2932
Felt	FR	ENVE	SES 6.7	road	1043600	25	3058	2940
Felt	FR	ENVE	SES 7.8	road	1057800	39	3045.5	2936
Felt	FR	ENVE	SES 8.9	road	1057800	31	3046.5	2944.5
Felt	FR	Giant	SLR 0	road	1043700	22	3067	2932.5
Felt	FR	Lightweight	Meilenstein	road	851900	20	3076.5	2924
Felt	FR	Mavic	Comete Pro Carbon SL UST	road	993900	23	3064.5	2950.5
Felt	FR	Mavic	Cosmic CXR60c	road	993900	20	3068.5	2948.5
Felt	FR	Mavic	Cosmic Ultimate UST	road	993900	20	3071	2946
Felt	FR	Roval	Alpinist CLX	road	987200	32	3077	2924
Felt	FR	Roval	CLX64	road	1022300	20	3060	2940
Felt	FR	Roval	Rapide CLX	road	1047200	20	3060	2935
Felt	FR	Shimano	C40	road	937200	20	3078	2943.5
Felt	FR	Shimano	C50	road	940600	28	3076	2947.5
Felt	FR	Shimano	C60	road	944200	20	3067	2951
Felt	FR	ZIPP	202	road	1001100	20	3085	2934.5
Felt	FR	ZIPP	404	road	1001100	20	3057	2936
Felt	FR	ZIPP	454	road	1135900	24	3054	2933
Felt	FR	ZIPP	808	road	1029500	20	3048	2942
Felt	FR	ZIPP	858	road	1164300	37	3044	2939
Felt	FR	ZIPP	353 NSW	road	1107500	20	3061	2932
Felt	FR	ZIPP	808/Super9	road	1927600	35	3039	2951
Felt	FR	ZIPP	858/Super9	road	2360700	45	3037	2950
Felt	FR	Zwift	32mm Carbon	road	851900	20	3090	2940
Felt	FR	Zwift	50mm Carbon	road	972600	20	3077.5	2941
Felt	FR	Zwift	Buffalo Fahrrad	road	855100	40	3095	2947
Felt	FR	Zwift	Classic	road	887500	20	3096	2948
Felt	FR	Zwift	Safety	road	1561900	44	3090.5	2939.5
Focus	Izalco Max	Bontrager	Aeolus 5	road	596400	20	3063.5	2946
Focus	Izalco Max	CADEX	36	road	683400	26	3076	2941.5
Focus	Izalco Max	CADEX	42	road	653200	8	3066.5	2944
Focus	Izalco Max	CADEX	65	road	667400	21	3048	2943
Focus	Izalco Max	Campagnolo	Bora Ultra 35	road	674500	33	3083	2943.5
Focus	Izalco Max	Campagnolo	Bora Ultra 50	road	688700	27	3056.5	2943.5
Focus	Izalco Max	DT Swiss	ARC 1100 DICUT 62	road	610600	8	3048.5	2942.5
Focus	Izalco Max	DT Swiss	ARC 1100 DICUT DISC	road	2005800	42	3023	2961
Focus	Izalco Max	ENVE	SES 2.2	road	617700	17	3082.5	2943.5
Focus	Izalco Max	ENVE	SES 3.4	road	617700	8	3056.5	2942
Focus	Izalco Max	ENVE	SES 6.7	road	617700	25	3050.5	2950
Focus	Izalco Max	ENVE	SES 7.8	road	631900	39	3038	2946
Focus	Izalco Max	ENVE	SES 8.9	road	631900	31	3039	2954.5
Focus	Izalco Max	Giant	SLR 0	road	617800	22	3059.5	2942.5
Focus	Izalco Max	Lightweight	Meilenstein	road	426000	8	3069	2934
Focus	Izalco Max	Mavic	Comete Pro Carbon SL UST	road	568000	23	3057	2960.5
Focus	Izalco Max	Mavic	Cosmic CXR60c	road	568000	16	3061	2958.5
Focus	Izalco Max	Mavic	Cosmic Ultimate UST	road	568000	9	3063.5	2956
Focus	Izalco Max	Roval	Alpinist CLX	road	561300	32	3069.5	2934
Focus	Izalco Max	Roval	CLX64	road	596400	8	3052.5	2950
Focus	Izalco Max	Roval	Rapide CLX	road	621300	14	3052.5	2945
Focus	Izalco Max	Shimano	C40	road	511300	12	3070.5	2953.5
Focus	Izalco Max	Shimano	C50	road	514700	28	3068.5	2957.5
Focus	Izalco Max	Shimano	C60	road	518300	18	3059.5	2961
Focus	Izalco Max	ZIPP	202	road	575200	11	3077.5	2944.5
Focus	Izalco Max	ZIPP	404	road	575200	15	3049.5	2946
Focus	Izalco Max	ZIPP	454	road	710000	24	3046.5	2943
Focus	Izalco Max	ZIPP	808	road	603600	13	3040.5	2952
Focus	Izalco Max	ZIPP	858	road	738400	37	3036.5	2949
Focus	Izalco Max	ZIPP	353 NSW	road	681600	19	3053.5	2942
Focus	Izalco Max	ZIPP	808/Super9	road	1501700	35	3031.5	2961
Focus	Izalco Max	ZIPP	858/Super9	road	1934800	45	3029.5	2960
Focus	Izalco Max	Zwift	32mm Carbon	road	426000	8	3082.5	2950
Focus	Izalco Max	Zwift	50mm Carbon	road	546700	8	3070	2951
Focus	Izalco Max	Zwift	Buffalo Fahrrad	road	429200	40	3087.5	2957
Focus	Izalco Max	Zwift	Classic	road	461600	8	3088.5	2958
Focus	Izalco Max	Zwift	Safety	road	1136000	44	3083	2949.5
Giant	Propel Advanced SL Disc	Bontrager	Aeolus 5	road	986900	22	3062.5	2950.5
Giant	Propel Advanced SL Disc	CADEX	36	road	1073900	26	3075	2946
Giant	Propel Advanced SL Disc	CADEX	42	road	1043700	22	3065.5	2948.5
Giant	Propel Advanced SL Disc	CADEX	65	road	1057900	22	3047	2947.5
Giant	Propel Advanced SL Disc	Campagnolo	Bora Ultra 35	road	1065000	33	3082	2948
Giant	Propel Advanced SL Disc	Campagnolo	Bora Ultra 50	road	1079200	27	3055.5	2948
Giant	Propel Advanced SL Disc	DT Swiss	ARC 1100 DICUT 62	road	1001100	22	3047.5	2947
Giant	Propel Advanced SL Disc	DT Swiss	ARC 1100 DICUT DISC	road	2396300	42	3022	2965.5
Giant	Propel Advanced SL Disc	ENVE	SES 2.2	road	1008200	22	3081.5	2948
Giant	Propel Advanced SL Disc	ENVE	SES 3.4	road	1008200	22	3055.5	2946.5
Giant	Propel Advanced SL Disc	ENVE	SES 6.7	road	1008200	25	3049.5	2954.5
Giant	Propel Advanced SL Disc	ENVE	SES 7.8	road	1022400	39	3037	2950.5
Giant	Propel Advanced SL Disc	ENVE	SES 8.9	road	1022400	31	3038	2959
Giant	Propel Advanced SL Disc	Giant	SLR 0	road	1008300	22	3058.5	2947
Giant	Propel Advanced SL Disc	Lightweight	Meilenstein	road	816500	22	3068	2938.5
Giant	Propel Advanced SL Disc	Mavic	Comete Pro Carbon SL UST	road	958500	23	3056	2965
Giant	Propel Advanced SL Disc	Mavic	Cosmic CXR60c	road	958500	22	3060	2963
Giant	Propel Advanced SL Disc	Mavic	Cosmic Ultimate UST	road	958500	22	3062.5	2960.5
Giant	Propel Advanced SL Disc	Roval	Alpinist CLX	road	951800	32	3068.5	2938.5
Giant	Propel Advanced SL Disc	Roval	CLX64	road	986900	22	3051.5	2954.5
Giant	Propel Advanced SL Disc	Roval	Rapide CLX	road	1011800	22	3051.5	2949.5
Giant	Propel Advanced SL Disc	Shimano	C40	road	901800	22	3069.5	2958
Giant	Propel Advanced SL Disc	Shimano	C50	road	905200	28	3067.5	2962
Giant	Propel Advanced SL Disc	Shimano	C60	road	908800	22	3058.5	2965.5
Giant	Propel Advanced SL Disc	ZIPP	202	road	965700	22	3076.5	2949
Giant	Propel Advanced SL Disc	ZIPP	404	road	965700	22	3048.5	2950.5
Giant	Propel Advanced SL Disc	ZIPP	454	road	1100500	24	3045.5	2947.5
Giant	Propel Advanced SL Disc	ZIPP	808	road	994100	22	3039.5	2956.5
Giant	Propel Advanced SL Disc	ZIPP	858	road	1128900	37	3035.5	2953.5
Giant	Propel Advanced SL Disc	ZIPP	353 NSW	road	1072100	22	3052.5	2946.5
Giant	Propel Advanced SL Disc	ZIPP	808/Super9	road	1892200	35	3030.5	2965.5
Giant	Propel Advanced SL Disc	ZIPP	858/Super9	road	2325300	45	3028.5	2964.5
Giant	Propel Advanced SL Disc	Zwift	32mm Carbon	road	816500	22	3081.5	2954.5
Giant	Propel Advanced SL Disc	Zwift	50mm Carbon	road	937200	22	3069	2955.5
Giant	Propel Advanced SL Disc	Zwift	Buffalo Fahrrad	road	819700	40	3086.5	2961.5
Giant	Propel Advanced SL Disc	Zwift	Classic	road	852100	22	3087.5	2962.5
Giant	Propel Advanced SL Disc	Zwift	Safety	road	1526500	44	3082	2954
Giant	TCR Advanced SL	Bontrager	Aeolus 5	road	475700	20	3072.5	2941.5
Giant	TCR Advanced SL	CADEX	36	road	562700	26	3085	2937
Giant	TCR Advanced SL	CADEX	42	road	532500	8	3075.5	2939.5
Giant	TCR Advanced SL	CADEX	65	road	546700	21	3057	2938.5
Giant	TCR Advanced SL	Campagnolo	Bora Ultra 35	road	553800	33	3092	2939
Giant	TCR Advanced SL	Campagnolo	Bora Ultra 50	road	568000	27	3065.5	2939
Giant	TCR Advanced SL	DT Swiss	ARC 1100 DICUT 62	road	489900	8	3057.5	2938
Giant	TCR Advanced SL	DT Swiss	ARC 1100 DICUT DISC	road	1885100	42	3032	2956.5
Giant	TCR Advanced SL	ENVE	SES 2.2	road	497000	17	3091.5	2939
Giant	TCR Advanced SL	ENVE	SES 3.4	road	497000	8	3065.5	2937.5
Giant	TCR Advanced SL	ENVE	SES 6.7	road	497000	25	3059.5	2945.5
Giant	TCR Advanced SL	ENVE	SES 7.8	road	511200	39	3047	2941.5
Giant	TCR Advanced SL	ENVE	SES 8.9	road	511200	31	3048	2950
Giant	TCR Advanced SL	Giant	SLR 0	road	497100	22	3068.5	2938
Giant	TCR Advanced SL	Lightweight	Meilenstein	road	305300	8	3078	2929.5
Giant	TCR Advanced SL	Mavic	Comete Pro Carbon SL UST	road	447300	23	3066	2956
Giant	TCR Advanced SL	Mavic	Cosmic CXR60c	road	447300	16	3070	2954
Giant	TCR Advanced SL	Mavic	Cosmic Ultimate UST	road	447300	9	3072.5	2951.5
Giant	TCR Advanced SL	Roval	Alpinist CLX	road	440600	32	3078.5	2929.5
Giant	TCR Advanced SL	Roval	CLX64	road	475700	8	3061.5	2945.5
Giant	TCR Advanced SL	Roval	Rapide CLX	road	500600	14	3061.5	2940.5
Giant	TCR Advanced SL	Shimano	C40	road	390600	12	3079.5	2949
Giant	TCR Advanced SL	Shimano	C50	road	394000	28	3077.5	2953
Giant	TCR Advanced SL	Shimano	C60	road	397600	18	3068.5	2956.5
Giant	TCR Advanced SL	ZIPP	202	road	454500	11	3086.5	2940
Giant	TCR Advanced SL	ZIPP	404	road	454500	15	3058.5	2941.5
Giant	TCR Advanced SL	ZIPP	454	road	589300	24	3055.5	2938.5
Giant	TCR Advanced SL	ZIPP	808	road	482900	13	3049.5	2947.5
Giant	TCR Advanced SL	ZIPP	858	road	617700	37	3045.5	2944.5
Giant	TCR Advanced SL	ZIPP	353 NSW	road	560900	19	3062.5	2937.5
Giant	TCR Advanced SL	ZIPP	808/Super9	road	1381000	35	3040.5	2956.5
Giant	TCR Advanced SL	ZIPP	858/Super9	road	1814100	45	3038.5	2955.5
Giant	TCR Advanced SL	Zwift	32mm Carbon	road	305300	8	3091.5	2945.5
Giant	TCR Advanced SL	Zwift	50mm Carbon	road	426000	8	3079	2946.5
Giant	TCR Advanced SL	Zwift	Buffalo Fahrrad	road	308500	40	3096.5	2952.5
Giant	TCR Advanced SL	Zwift	Classic	road	340900	8	3097.5	2953.5
Giant	TCR Advanced SL	Zwift	Safety	road	1015300	44	3092	2945
Liv	Langma Advanced SL	Bontrager	Aeolus 5	road	915900	22	3075	2941.5
Liv	Langma Advanced SL	CADEX	36	road	1002900	26	3087.5	2937
Liv	Langma Advanced SL	CADEX	42	road	972700	22	3078	2939.5
Liv	Langma Advanced SL	CADEX	65	road	986900	22	3059.5	2938.5
Liv	Langma Advanced SL	Campagnolo	Bora Ultra 35	road	994000	33	3094.5	2939
Liv	Langma Advanced SL	Campagnolo	Bora Ultra 50	road	1008200	27	3068	2939
Liv	Langma Advanced SL	DT Swiss	ARC 1100 DICUT 62	road	930100	22	3060	2938
Liv	Langma Advanced SL	DT Swiss	ARC 1100 DICUT DISC	road	2325300	42	3034.5	2956.5
Liv	Langma Advanced SL	ENVE	SES 2.2	road	937200	22	3094	2939
Liv	Langma Advanced SL	ENVE	SES 3.4	road	937200	22	3068	2937.5
Liv	Langma Advanced SL	ENVE	SES 6.7	road	937200	25	3062	2945.5
Liv	Langma Advanced SL	ENVE	SES 7.8	road	951400	39	3049.5	2941.5
Liv	Langma Advanced SL	ENVE	SES 8.9	road	951400	31	3050.5	2950
Liv	Langma Advanced SL	Giant	SLR 0	road	937300	22	3071	2938
Liv	Langma Advanced SL	Lightweight	Meilenstein	road	745500	22	3080.5	2929.5
Liv	Langma Advanced SL	Mavic	Comete Pro Carbon SL UST	road	887500	23	3068.5	2956
Liv	Langma Advanced SL	Mavic	Cosmic CXR60c	road	887500	22	3072.5	2954
Liv	Langma Advanced SL	Mavic	Cosmic Ultimate UST	road	887500	22	3075	2951.5
Liv	Langma Advanced SL	Roval	Alpinist CLX	road	880800	32	3081	2929.5
Liv	Langma Advanced SL	Roval	CLX64	road	915900	22	3064	2945.5
Liv	Langma Advanced SL	Roval	Rapide CLX	road	940800	22	3064	2940.5
Liv	Langma Advanced SL	Shimano	C40	road	830800	22	3082	2949
Liv	Langma Advanced SL	Shimano	C50	road	834200	28	3080	2953
Liv	Langma Advanced SL	Shimano	C60	road	837800	22	3071	2956.5
Liv	Langma Advanced SL	ZIPP	202	road	894700	22	3089	2940
Liv	Langma Advanced SL	ZIPP	404	road	894700	22	3061	2941.5
Liv	Langma Advanced SL	ZIPP	454	road	1029500	24	3058	2938.5
Liv	Langma Advanced SL	ZIPP	808	road	923100	22	3052	2947.5
Liv	Langma Advanced SL	ZIPP	858	road	1057900	37	3048	2944.5
Liv	Langma Advanced SL	ZIPP	353 NSW	road	1001100	22	3065	2937.5
Liv	Langma Advanced SL	ZIPP	808/Super9	road	1821200	35	3043	2956.5
Liv	Langma Advanced SL	ZIPP	858/Super9	road	2254300	45	3041	2955.5
Liv	Langma Advanced SL	Zwift	32mm Carbon	road	745500	22	3094	2945.5
Liv	Langma Advanced SL	Zwift	50mm Carbon	road	866200	22	3081.5	2946.5
Liv	Langma Advanced SL	Zwift	Buffalo Fahrrad	road	748700	40	3099	2952.5
Liv	Langma Advanced SL	Zwift	Classic	road	781100	22	3100	2953.5
Liv	Langma Advanced SL	Zwift	Safety	road	1455500	44	3094.5	2945
Liv	Langma SL Advanced Disc	Bontrager	Aeolus 5	road	915900	22	3070.5	2941
Liv	Langma SL Advanced Disc	CADEX	36	road	1002900	26	3083	2936.5
Liv	Langma SL Advanced Disc	CADEX	42	road	972700	22	3073.5	2939
Liv	Langma SL Advanced Disc	CADEX	65	road	986900	22	3055	2938
Liv	Langma SL Advanced Disc	Campagnolo	Bora Ultra 35	road	994000	33	3090	2938.5
Liv	Langma SL Advanced Disc	Campagnolo	Bora Ultra 50	road	1008200	27	3063.5	2938.5
Liv	Langma SL Advanced Disc	DT Swiss	ARC 1100 DICUT 62	road	930100	22	3055.5	2937.5
Liv	Langma SL Advanced Disc	DT Swiss	ARC 1100 DICUT DISC	road	2325300	42	3030	2956
Liv	Langma SL Advanced Disc	ENVE	SES 2.2	road	937200	22	3089.5	2938.5
Liv	Langma SL Advanced Disc	ENVE	SES 3.4	road	937200	22	3063.5	2937
Liv	Langma SL Advanced Disc	ENVE	SES 6.7	road	937200	25	3057.5	2945
Liv	Langma SL Advanced Disc	ENVE	SES 7.8	road	951400	39	3045	2941
Liv	Langma SL Advanced Disc	ENVE	SES 8.9	road	951400	31	3046	2949.5
Liv	Langma SL Advanced Disc	Giant	SLR 0	road	937300	22	3066.5	2937.5
Liv	Langma SL Advanced Disc	Lightweight	Meilenstein	road	745500	22	3076	2929
Liv	Langma SL Advanced Disc	Mavic	Comete Pro Carbon SL UST	road	887500	23	3064	2955.5
Liv	Langma SL Advanced Disc	Mavic	Cosmic CXR60c	road	887500	22	3068	2953.5
Liv	Langma SL Advanced Disc	Mavic	Cosmic Ultimate UST	road	887500	22	3070.5	2951
Liv	Langma SL Advanced Disc	Roval	Alpinist CLX	road	880800	32	3076.5	2929
Liv	Langma SL Advanced Disc	Roval	CLX64	road	915900	22	3059.5	2945
Liv	Langma SL Advanced Disc	Roval	Rapide CLX	road	940800	22	3059.5	2940
Liv	Langma SL Advanced Disc	Shimano	C40	road	830800	22	3077.5	2948.5
Liv	Langma SL Advanced Disc	Shimano	C50	road	834200	28	3075.5	2952.5
Liv	Langma SL Advanced Disc	Shimano	C60	road	837800	22	3066.5	2956
Liv	Langma SL Advanced Disc	ZIPP	202	road	894700	22	3084.5	2939.5
Liv	Langma SL Advanced Disc	ZIPP	404	road	894700	22	3056.5	2941
Liv	Langma SL Advanced Disc	ZIPP	454	road	1029500	24	3053.5	2938
Liv	Langma SL Advanced Disc	ZIPP	808	road	923100	22	3047.5	2947
Liv	Langma SL Advanced Disc	ZIPP	858	road	1057900	37	3043.5	2944
Liv	Langma SL Advanced Disc	ZIPP	353 NSW	road	1001100	22	3060.5	2937
Liv	Langma SL Advanced Disc	ZIPP	808/Super9	road	1821200	35	3038.5	2956
Liv	Langma SL Advanced Disc	ZIPP	858/Super9	road	2254300	45	3036.5	2955
Liv	Langma SL Advanced Disc	Zwift	32mm Carbon	road	745500	22	3089.5	2945
Liv	Langma SL Advanced Disc	Zwift	50mm Carbon	road	866200	22	3077	2946
Liv	Langma SL Advanced Disc	Zwift	Buffalo Fahrrad	road	748700	40	3094.5	2952
Liv	Langma SL Advanced Disc	Zwift	Classic	road	781100	22	3095.5	2953
Liv	Langma SL Advanced Disc	Zwift	Safety	road	1455500	44	3090	2944.5
Moots	Vamoots RCS	Bontrager	Aeolus 5	road	1022400	20	3075.5	2971
Moots	Vamoots RCS	CADEX	36	road	1109400	26	3088	2966.5
Moots	Vamoots RCS	CADEX	42	road	1079200	15	3078.5	2969
Moots	Vamoots RCS	CADEX	65	road	1093400	21	3060	2968
Moots	Vamoots RCS	Campagnolo	Bora Ultra 35	road	1100500	33	3095	2968.5
Moots	Vamoots RCS	Campagnolo	Bora Ultra 50	road	1114700	27	3068.5	2968.5
Moots	Vamoots RCS	DT Swiss	ARC 1100 DICUT 62	road	1036600	15	3060.5	2967.5
Moots	Vamoots RCS	DT Swiss	ARC 1100 DICUT DISC	road	2431800	42	3035	2986
Moots	Vamoots RCS	ENVE	SES 2.2	road	1043700	17	3094.5	2968.5
Moots	Vamoots RCS	ENVE	SES 3.4	road	1043700	15	3068.5	2967
Moots	Vamoots RCS	ENVE	SES 6.7	road	1043700	25	3062.5	2975
Moots	Vamoots RCS	ENVE	SES 7.8	road	1057900	39	3050	2971
Moots	Vamoots RCS	ENVE	SES 8.9	road	1057900	31	3051	2979.5
Moots	Vamoots RCS	Giant	SLR 0	road	1043800	22	3071.5	2967.5
Moots	Vamoots RCS	Lightweight	Meilenstein	road	852000	15	3081	2959
Moots	Vamoots RCS	Mavic	Comete Pro Carbon SL UST	road	994000	23	3069	2985.5
Moots	Vamoots RCS	Mavic	Cosmic CXR60c	road	994000	16	3073	2983.5
Moots	Vamoots RCS	Mavic	Cosmic Ultimate UST	road	994000	15	3075.5	2981
Moots	Vamoots RCS	Roval	Alpinist CLX	road	987300	32	3081.5	2959
Moots	Vamoots RCS	Roval	CLX64	road	1022400	15	3064.5	2975
Moots	Vamoots RCS	Roval	Rapide CLX	road	1047300	15	3064.5	2970
Moots	Vamoots RCS	Shimano	C40	road	937300	15	3082.5	2978.5
Moots	Vamoots RCS	Shimano	C50	road	940700	28	3080.5	2982.5
Moots	Vamoots RCS	Shimano	C60	road	944300	18	3071.5	2986
Moots	Vamoots RCS	ZIPP	202	road	1001200	15	3089.5	2969.5
Moots	Vamoots RCS	ZIPP	404	road	1001200	15	3061.5	2971
Moots	Vamoots RCS	ZIPP	454	road	1136000	24	3058.5	2968
Moots	Vamoots RCS	ZIPP	808	road	1029600	15	3052.5	2977
Moots	Vamoots RCS	ZIPP	858	road	1164400	37	3048.5	2974
Moots	Vamoots RCS	ZIPP	353 NSW	road	1107600	19	3065.5	2967
Moots	Vamoots RCS	ZIPP	808/Super9	road	1927700	35	3043.5	2986
Moots	Vamoots RCS	ZIPP	858/Super9	road	2360800	45	3041.5	2985
Moots	Vamoots RCS	Zwift	32mm Carbon	road	852000	15	3094.5	2975
Moots	Vamoots RCS	Zwift	50mm Carbon	road	972700	15	3082	2976
Moots	Vamoots RCS	Zwift	Buffalo Fahrrad	road	855200	40	3099.5	2982
Moots	Vamoots RCS	Zwift	Classic	road	887600	15	3100.5	2983
Moots	Vamoots RCS	Zwift	Safety	road	1562000	44	3095	2974.5
Mosaic	RT-1d	Bontrager	Aeolus 5	road	1022400	20	3075.5	2971
Mosaic	RT-1d	CADEX	36	road	1109400	26	3088	2966.5
Mosaic	RT-1d	CADEX	42	road	1079200	15	3078.5	2969
Mosaic	RT-1d	CADEX	65	road	1093400	21	3060	2968
Mosaic	RT-1d	Campagnolo	Bora Ultra 35	road	1100500	33	3095	2968.5
Mosaic	RT-1d	Campagnolo	Bora Ultra 50	road	1114700	27	3068.5	2968.5
Mosaic	RT-1d	DT Swiss	ARC 1100 DICUT 62	road	1036600	15	3060.5	2967.5
Mosaic	RT-1d	DT Swiss	ARC 1100 DICUT DISC	road	2431800	42	3035	2986
Mosaic	RT-1d	ENVE	SES 2.2	road	1043700	17	3094.5	2968.5
Mosaic	RT-1d	ENVE	SES 3.4	road	1043700	15	3068.5	2967
Mosaic	RT-1d	ENVE	SES 6.7	road	1043700	25	3062.5	2975
Mosaic	RT-1d	ENVE	SES 7.8	road	1057900	39	3050	2971
Mosaic	RT-1d	ENVE	SES 8.9	road	1057900	31	3051	2979.5
Mosaic	RT-1d	Giant	SLR 0	road	1043800	22	3071.5	2967.5
Mosaic	RT-1d	Lightweight	Meilenstein	road	852000	15	3081	2959
Mosaic	RT-1d	Mavic	Comete Pro Carbon SL UST	road	994000	23	3069	2985.5
